slug,title,date,month,year,category,sub_category,authors,keywords,jel_codes,page_url,pdf_url,extra_pdf_urls,cited_external_pdfs,pdf_path,fulltext_path,word_count
work-from-home-wfh-challenges-monitoring-and-shared-responsibility,"Work from Home (WfH): Challenges, Monitoring, and Shared Responsibility",2026-06-29,2026-06,2026,Knowledge Brief,Recent Publications; Knowledge Brief,Fahd Zulfiqar,,,https://pide.org.pk/research/work-from-home-wfh-challenges-monitoring-and-shared-responsibility/,https://file.pide.org.pk/pdfpideresearch/kb-153-work-from-home-wfh-challenges-monitoring-and-shared-responsibility.pdf,,,pdfs/2026/06/kb-153-work-from-home-wfh-challenges-monitoring-and-shared-responsibility.pdf,data/fulltext/work-from-home-wfh-challenges-monitoring-and-shared-responsibility.txt,3253
the-solar-paradox,The solar paradox,2026-06-29,2026-06,2026,PIDE in Press,PIDE in Press,Madiha Riaz,,,https://pide.org.pk/research/the-solar-paradox/,,,,,,0
the-cost-of-stability-in-pakistans-provincial-finances,The Cost Of Stability In Pakistan’s Provincial Finances,2026-06-29,2026-06,2026,PIDE in Press,PIDE in Press,Madiha Riaz,,,https://pide.org.pk/research/the-cost-of-stability-in-pakistans-provincial-finances/,,,,,,0
no-royal-road-to-growth,No royal road to growth,2026-06-29,2026-06,2026,PIDE in Press,PIDE in Press,Muhammad Nadeem Javaid,,,https://pide.org.pk/research/no-royal-road-to-growth/,,,,,,0
media-coverage-pides-policy-viewpoint-on-reforming-minimum-wage-determination-in-pakistan,Media Coverage: PIDE’s Policy Viewpoint on “Reforming Minimum Wage Determination in Pakistan”,2026-06-29,2026-06,2026,PIDE in Press,PIDE in Press,,,,https://pide.org.pk/research/media-coverage-pides-policy-viewpoint-on-reforming-minimum-wage-determination-in-pakistan/,https://file.pide.org.pk/pdfpideinpress/pip-media-coverage-pides-policy-viewpoint-on-reforming-minimum-wage-determination-in-pakistan.pdf,,,pdfs/2026/06/pip-media-coverage-pides-policy-viewpoint-on-reforming-minimum-wage-determination-in-pakistan.pdf,,0
media-coverage-pides-policy-viewpoint-on-mobilising-domestic-savings-a-finance-bill-and-institutional-reform-agenda-for-pakistan,"Media Coverage: PIDE’s Policy Viewpoint on “Mobilising Domestic Savings: A Finance Bill and Institutional Reform Agenda for Pakistan,”",2026-06-29,2026-06,2026,PIDE in Press,PIDE in Press,,,,https://pide.org.pk/research/media-coverage-pides-policy-viewpoint-on-mobilising-domestic-savings-a-finance-bill-and-institutional-reform-agenda-for-pakistan/,https://file.pide.org.pk/pdfpideinpress/pip-media-coverage-pides-policy-viewpoint-on-mobilising-domestic-savings-a-finance-bill-and-institutional-reform-agenda-for-pakistan.pdf,,,pdfs/2026/06/pip-media-coverage-pides-policy-viewpoint-on-mobilising-domestic-savings-a-finance-bill-and-institutional-reform-agenda-for-pakistan.pdf,,0
media-coverage-pides-dialogue-on-climate-risk-and-agricultural-output-policy-pathways-for-monsoon-2026-and-beyond,Media Coverage: PIDE’s Dialogue on “Climate Risk and Agricultural Output: Policy Pathways for Monsoon 2026 and Beyond”,2026-06-29,2026-06,2026,PIDE in Press,PIDE in Press,,,,https://pide.org.pk/research/media-coverage-pides-dialogue-on-climate-risk-and-agricultural-output-policy-pathways-for-monsoon-2026-and-beyond/,https://file.pide.org.pk/pdfpideinpress/pip-media-coverage-pides-dialogue-on-climate-risk-and-agricultural-output-policy-pathways-for-monsoon-2026-and-beyond.pdf,,,pdfs/2026/06/pip-media-coverage-pides-dialogue-on-climate-risk-and-agricultural-output-policy-pathways-for-monsoon-2026-and-beyond.pdf,,0
from-green-levies-to-green-corridors,From green levies to green corridors,2026-06-25,2026-06,2026,PIDE in Press,PIDE in Press,Saqib Ur Rehman Mughal,,,https://pide.org.pk/research/from-green-levies-to-green-corridors/,,,,,,0
the-system-is-unwell,The system is unwell,2026-06-24,2026-06,2026,PIDE in Press,PIDE in Press,Mansoor Qaisar,,,https://pide.org.pk/research/the-system-is-unwell/,,,,,,0
from-mediation-to-markets-cpec-2-0-westward-opportunity,From mediation to markets: CPEC 2.0 westward opportunity,2026-06-24,2026-06,2026,PIDE in Press,PIDE in Press,Mujtaba Arshad,,,https://pide.org.pk/research/from-mediation-to-markets-cpec-2-0-westward-opportunity/,,,,,,0
the-game-finds-a-way-how-net-cricket-is-reviving-urban-youth,The Game Finds A Way: How Net Cricket Is Reviving Urban Youth,2026-06-22,2026-06,2026,PIDE in Press,PIDE in Press,Usama Abdul Rauf,,,https://pide.org.pk/research/the-game-finds-a-way-how-net-cricket-is-reviving-urban-youth/,,,,,,0
from-petrodollar-to-petro-yuan-global-macroeconomic-transformation-and-pakistans-economic-stability,From Petrodollar to Petro yuan: Global Macroeconomic Transformation and Pakistan’s Economic Stability,2026-06-22,2026-06,2026,Knowledge Brief,Recent Publications; Knowledge Brief,Madiha Riaz,,,https://pide.org.pk/research/from-petrodollar-to-petro-yuan-global-macroeconomic-transformation-and-pakistans-economic-stability/,https://file.pide.org.pk/pdfpideresearch/kb-152-from-petrodollar-to-petro-yuan-global-macroeconomic-transformation-and-pakistans-economic-stability.pdf,,,pdfs/2026/06/kb-152-from-petrodollar-to-petro-yuan-global-macroeconomic-transformation-and-pakistans-economic-stability.pdf,data/fulltext/from-petrodollar-to-petro-yuan-global-macroeconomic-transformation-and-pakistans-economic-stability.txt,1323
arithmetic-of-neglect,Arithmetic of neglect,2026-06-22,2026-06,2026,PIDE in Press,PIDE in Press,Mansoor Qaisar,,,https://pide.org.pk/research/arithmetic-of-neglect/,,,,,,0
why-pakistan-needs-credible-minimum-wage-system,Why Pakistan needs credible minimum wage system,2026-06-18,2026-06,2026,PIDE in Press,PIDE in Press,Muhammad Nadeem Javaid; Shahzada M. Naeem Nawaz,,,https://pide.org.pk/research/why-pakistan-needs-credible-minimum-wage-system/,,,,,,0
industrial-policy-with-teeth,Industrial policy with teeth,2026-06-18,2026-06,2026,PIDE in Press,PIDE in Press,Muhammad Nadeem Javaid,,,https://pide.org.pk/research/industrial-policy-with-teeth/,,,,,,0
how-to-build-pakistans-energy-resilience-against-another-crisis,How to build Pakistan’s energy resilience against another crisis?,2026-06-18,2026-06,2026,PIDE in Press,PIDE in Press,Saqib Ur Rehman Mughal; Syed Hasanat Shah,,,https://pide.org.pk/research/how-to-build-pakistans-energy-resilience-against-another-crisis/,,,,,,0
what-budget-2026-27-reveals-about-cpec-2-0s-green-corridor,What Budget 2026–27 reveals about CPEC 2.0’s Green Corridor,2026-06-17,2026-06,2026,PIDE in Press,PIDE in Press,Saqib Ur Rehman Mughal,,,https://pide.org.pk/research/what-budget-2026-27-reveals-about-cpec-2-0s-green-corridor/,,,,,,0
post-budget-the-human-capital-leak,Post-budget: the human capital leak,2026-06-17,2026-06,2026,PIDE in Press,PIDE in Press,Mehwish Mumtaz,,,https://pide.org.pk/research/post-budget-the-human-capital-leak/,,,,,,0
pakistans-lng-lifeline-and-the-fragility-of-hormuz,Pakistan’s LNG Lifeline And The Fragility Of Hormuz,2026-06-15,2026-06,2026,PIDE in Press,PIDE in Press,Bilal Aftab,,,https://pide.org.pk/research/pakistans-lng-lifeline-and-the-fragility-of-hormuz/,,,,,,0
june-2026-monetary-policy-assessment,June 2026 Monetary Policy Assessment,2026-06-15,2026-06,2026,Policy Viewpoint; Recent Publications,Recent Publications; Policy Viewpoint,PIDE,,,https://pide.org.pk/research/june-2026-monetary-policy-assessment/,https://file.pide.org.pk/pdfpideresearch/pv-june-2026-monetary-policy-assessment.pdf,,,pdfs/2026/06/pv-june-2026-monetary-policy-assessment.pdf,data/fulltext/june-2026-monetary-policy-assessment.txt,771
breaking-the-ice-the-pakistan%e2%80%91bangladesh-economic-thaw,Breaking the Ice: The Pakistan‑Bangladesh Economic Thaw,2026-06-15,2026-06,2026,PIDE in Press,PIDE in Press,Usama Abdul Rauf; Bilal Aftab,,,https://pide.org.pk/research/breaking-the-ice-the-pakistan%e2%80%91bangladesh-economic-thaw/,,,,,,0
urban-sprawl-and-haphazard-growth-in-karachi-a-reflection-of-poor-urban-planning,Urban Sprawl and Haphazard Growth in Karachi: A Reflection of Poor Urban Planning,2026-06-13,2026-06,2026,Knowledge Brief,Recent Publications; Knowledge Brief,Nisar Ali,,,https://pide.org.pk/research/urban-sprawl-and-haphazard-growth-in-karachi-a-reflection-of-poor-urban-planning/,https://file.pide.org.pk/pdfpideresearch/kb-151-urban-sprawl-and-haphazard-growth-in-karachi-a-reflection-of-poor-urban-planning.pdf,,,pdfs/2026/06/kb-151-urban-sprawl-and-haphazard-growth-in-karachi-a-reflection-of-poor-urban-planning.pdf,data/fulltext/urban-sprawl-and-haphazard-growth-in-karachi-a-reflection-of-poor-urban-planning.txt,2016
improving-productivity-of-pakistans-economy,Improving Productivity of Pakistan’s Economy,2026-06-12,2026-06,2026,Policy Viewpoint; Recent Publications,Recent Publications; Policy Viewpoint,Omer Siddique,,,https://pide.org.pk/research/improving-productivity-of-pakistans-economy/,https://file.pide.org.pk/pdfpideresearch/pv-65-Improving-Productivity-of-Pakistans-Economy.pdf,,,pdfs/2026/06/pv-65-Improving-Productivity-of-Pakistans-Economy.pdf,data/fulltext/improving-productivity-of-pakistans-economy.txt,2163
the-policy-need-for-behavioral-analyses-theory-methods-and-nudges,"The Policy Need for Behavioral Analyses: Theory, Methods, and Nudges",2026-06-11,2026-06,2026,Working Paper,Recent Publications; Working Paper,Fahd Zulfiqar; Fizzah Khalid Butt; Maryam Hafeez,,,https://pide.org.pk/research/the-policy-need-for-behavioral-analyses-theory-methods-and-nudges/,https://file.pide.org.pk/pdfpideresearch/wp-26-04-the-policy-need-for-behavioral-analyses-theory-methods-and-nudges.pdf,,,pdfs/2026/06/wp-26-04-the-policy-need-for-behavioral-analyses-theory-methods-and-nudges.pdf,data/fulltext/the-policy-need-for-behavioral-analyses-theory-methods-and-nudges.txt,1781
the-missing-budget-debate-pakistans-savings-collapse,The missing budget debate: Pakistan’s savings collapse,2026-06-10,2026-06,2026,PIDE in Press,PIDE in Press,Shahzada M. Naeem Nawaz; Wajid Islam,,,https://pide.org.pk/research/the-missing-budget-debate-pakistans-savings-collapse/,,,,,,0
productivity-in-pakistan-trends-and-determinants,Productivity in Pakistan: Trends and Determinants,2026-06-10,2026-06,2026,Knowledge Brief,Recent Publications; Knowledge Brief,Omer Siddique,,,https://pide.org.pk/research/productivity-in-pakistan-trends-and-determinants/,https://file.pide.org.pk/pdfpideresearch/kb-150-productivity-in-pakistan-trends-and-determinants.pdf,,,pdfs/2026/06/kb-150-productivity-in-pakistan-trends-and-determinants.pdf,data/fulltext/productivity-in-pakistan-trends-and-determinants.txt,2485
minimum-wage,Minimum wage,2026-06-10,2026-06,2026,PIDE in Press,PIDE in Press,Editorial,,,https://pide.org.pk/research/minimum-wage/,,,,,,0
dwindling-savings,Dwindling savings,2026-06-10,2026-06,2026,PIDE in Press,PIDE in Press,Editorial,,,https://pide.org.pk/research/dwindling-savings/,,,,,,0
register-to-earn-formalising-the-individual-through-incentives-the-fastest-runway-to-uraan-pakistans-trillion-dollar-economy,Register to Earn: Formalising the individual through incentives-the fastest runway to URAAN Pakistan’s trillion-dollar economy,2026-06-08,2026-06,2026,Policy Viewpoint; Recent Publications,Recent Publications; Policy Viewpoint,Nasir Iqbal,,,https://pide.org.pk/research/register-to-earn-formalising-the-individual-through-incentives-the-fastest-runway-to-uraan-pakistans-trillion-dollar-economy/,https://file.pide.org.pk/pdfpideresearch/pv-164-register-to-earn-formalising-the-individual-through-incentives-the-fastest-runway-to-uraan-pakistans-trillion-dollar-economy.pdf,,,pdfs/2026/06/pv-164-register-to-earn-formalising-the-individual-through-incentives-the-fastest-runway-to-uraan-pakistans-trillion-dollar-economy.pdf,data/fulltext/register-to-earn-formalising-the-individual-through-incentives-the-fastest-runway-to-uraan-pakistans-trillion-dollar-economy.txt,2063
mobilizing-domestic-savings-a-finance-bill-and-institutional-reform-agenda-for-pakistan,Mobilizing Domestic Savings: A Finance Bill and Institutional Reform Agenda for Pakistan,2026-06-06,2026-06,2026,Policy Viewpoint,Recent Publications; Policy Viewpoint,Shahzada M. Naeem Nawaz; Wajid Islam,,,https://pide.org.pk/research/mobilizing-domestic-savings-a-finance-bill-and-institutional-reform-agenda-for-pakistan/,https://file.pide.org.pk/pdfpideresearch/pv-163-mobilizing-domestic-savings-a-finance-bill-and-institutional-reform-agenda-for-pakistan.pdf,,,pdfs/2026/06/pv-163-mobilizing-domestic-savings-a-finance-bill-and-institutional-reform-agenda-for-pakistan.pdf,data/fulltext/mobilizing-domestic-savings-a-finance-bill-and-institutional-reform-agenda-for-pakistan.txt,2741
time-to-insure-pakistans-farmers-against-climate-shocks,Time To Insure Pakistan’s Farmers Against Climate Shocks,2026-06-04,2026-06,2026,PIDE in Press,PIDE in Press,Inayat Ullah,,,https://pide.org.pk/research/time-to-insure-pakistans-farmers-against-climate-shocks/,,,,,,0
labour-in-the-shadows,Labour in the Shadows,2026-06-04,2026-06,2026,PIDE in Press,PIDE in Press,Unbreen Qayyum,,,https://pide.org.pk/research/labour-in-the-shadows/,,,,,,0
from-net-metering-to-net-billing-tariff-design-and-distribution-sector-stress-in-pakistan,From Net Metering to Net Billing: Tariff Design and Distribution-Sector Stress in Pakistan,2026-06-04,2026-06,2026,Knowledge Brief,Recent Publications; Knowledge Brief,Rubina Ilyas; Bilal Aftab,,,https://pide.org.pk/research/from-net-metering-to-net-billing-tariff-design-and-distribution-sector-stress-in-pakistan/,https://file.pide.org.pk/pdfpideresearch/kb-149-from-net-metering-to-net-billing-tariff-design-and-distribution-sector-stress-in-pakistan.pdf,,,pdfs/2026/06/kb-149-from-net-metering-to-net-billing-tariff-design-and-distribution-sector-stress-in-pakistan.pdf,data/fulltext/from-net-metering-to-net-billing-tariff-design-and-distribution-sector-stress-in-pakistan.txt,2489
from-crisis-management-to-real-reform,From crisis management to real reform,2026-06-04,2026-06,2026,PIDE in Press,PIDE in Press,Shahzada M. Naeem Nawaz,,,https://pide.org.pk/research/from-crisis-management-to-real-reform/,,,,,,0
column-the-triple-shocks-and-asias-response,Column: The Triple Shocks and Asia’s response,2026-06-04,2026-06,2026,PIDE in Press,PIDE in Press,Muhammad Nadeem Javaid,,,https://pide.org.pk/research/column-the-triple-shocks-and-asias-response/,,,,,,0
to-christopher-columbus,To Christopher Columbus,2026-06-02,2026-06,2026,PIDE in Press,PIDE in Press,Amjad Masood,,,https://pide.org.pk/research/to-christopher-columbus/,,,,,,0
the-cost-of-underinvestment,The cost of underinvestment,2026-06-02,2026-06,2026,PIDE in Press,PIDE in Press,Muhammad Nadeem Javaid,,,https://pide.org.pk/research/the-cost-of-underinvestment/,,,,,,0
reforming-minimum-wage-determination-in-pakistan-from-wage-announcements-to-wage-governance,Reforming Minimum Wage Determination in Pakistan: From Wage Announcements to Wage Governance,2026-06-02,2026-06,2026,Policy Viewpoint,Recent Publications; Policy Viewpoint,Muhammad Nadeem Javaid; Shahzada M. Naeem Nawaz,,,https://pide.org.pk/research/reforming-minimum-wage-determination-in-pakistan-from-wage-announcements-to-wage-governance/,https://file.pide.org.pk/pdfpideresearch/pv-162-reforming-minimum-wage-determination-in-pakistan-from-wage-announcements-to-wage-governance.pdf,,,pdfs/2026/06/pv-162-reforming-minimum-wage-determination-in-pakistan-from-wage-announcements-to-wage-governance.pdf,data/fulltext/reforming-minimum-wage-determination-in-pakistan-from-wage-announcements-to-wage-governance.txt,1221
pdl-predicament,PDL predicament,2026-06-02,2026-06,2026,PIDE in Press,PIDE in Press,Karim Khan,,,https://pide.org.pk/research/pdl-predicament/,,,,,,0
crisis-at-sea-strengthening-port-transparency-to-safeguard-trade-stability,Crisis at Sea: Strengthening Port Transparency to Safeguard Trade Stability,2026-06-02,2026-06,2026,Knowledge Brief,Recent Publications; Knowledge Brief,Saba Anwar; Aneela Zubair,,,https://pide.org.pk/research/crisis-at-sea-strengthening-port-transparency-to-safeguard-trade-stability/,https://file.pide.org.pk/pdfpideresearch/kb-148-crisis-at-sea-strengthening-port-transparency-to-safeguard-trade-stability.pdf,,,pdfs/2026/06/kb-148-crisis-at-sea-strengthening-port-transparency-to-safeguard-trade-stability.pdf,data/fulltext/crisis-at-sea-strengthening-port-transparency-to-safeguard-trade-stability.txt,2176
qurbani-economics-what-eid-al-adha-does-for-pakistans-rural-heartland,Qurbani Economics: What Eid Al-Adha Does For Pakistan’s Rural Heartland,2026-05-28,2026-05,2026,PIDE in Press,PIDE in Press,Usama Abdul Rauf,,,https://pide.org.pk/research/qurbani-economics-what-eid-al-adha-does-for-pakistans-rural-heartland/,,,,,,0
wars-abroad-poverty-at-home-how-global-conflict-threatens-pakistans-most-vulnerable,"Wars Abroad, Poverty At Home: How Global Conflict Threatens Pakistan’s Most Vulnerable",2026-05-27,2026-05,2026,PIDE in Press,PIDE in Press,Sohaib Jalal,,,https://pide.org.pk/research/wars-abroad-poverty-at-home-how-global-conflict-threatens-pakistans-most-vulnerable/,,,,,,0
the-eu-india-fta-and-pakistans-export-competitiveness,The EU–India FTA and Pakistan’s Export Competitiveness,2026-05-26,2026-05,2026,Knowledge Brief,Recent Publications; Knowledge Brief,Junaid Ahmed; Wajid Islam,,,https://pide.org.pk/research/the-eu-india-fta-and-pakistans-export-competitiveness/,https://file.pide.org.pk/pdfpideresearch/kb-147-the-eu-india-fta-and-pakistans-export-competitiveness.pdf,,,pdfs/2026/05/kb-147-the-eu-india-fta-and-pakistans-export-competitiveness.pdf,data/fulltext/the-eu-india-fta-and-pakistans-export-competitiveness.txt,1053
